donation_id,company_id,company_name,candidate_name,race,party,state,amount,year(raw),year,house,senate,dem,rep,northeast,midwest,south,west,is_after_2016
1,C00428623,Google Inc,"Adler, John H",House,D,NJ,1000,2010,0,1,0,1,0,1,0,0,0,0
2,C00428623,Google Inc,"Altmire, Jason",House,D,PA,2000,2010,0,1,0,1,0,1,0,0,0,0
3,C00428623,Google Inc,"Becerra, Xavier",House,D,CA,1000,2010,0,1,0,1,0,0,0,0,1,0
4,C00428623,Google Inc,"Berman, Howard L",House,D,CA,3500,2010,0,1,0,1,0,0,0,0,1,0
5,C00428623,Google Inc,"Boehner, John",House,R,OH,10000,2010,0,1,0,0,1,0,1,0,0,0
6,C00428623,Google Inc,"Bono Mack, Mary",House,R,CA,1000,2010,0,1,0,0,1,0,0,0,1,0
7,C00428623,Google Inc,"Boucher, Rick",House,D,VA,10000,2010,0,1,0,1,0,0,0,1,0,0
8,C00428623,Google Inc,"Camp, Dave",House,R,MI,2000,2010,0,1,0,0,1,0,1,0,0,0
9,C00428623,Google Inc,"Cantor, Eric",House,R,VA,10000,2010,0,1,0,0,1,0,0,1,0,0
10,C00428623,Google Inc,"Chaffetz, Jason",House,R,UT,1000,2010,0,1,0,0,1,0,0,0,1,0
11,C00428623,Google Inc,"Chu, Judy",House,D,CA,1000,2010,0,1,0,1,0,0,0,0,1,0
12,C00428623,Google Inc,"Clyburn, James E",House,D,SC,5000,2010,0,1,0,1,0,0,0,1,0,0
13,C00428623,Google Inc,"Conyers, John Jr",House,D,MI,7500,2010,0,1,0,1,0,0,1,0,0,0
14,C00428623,Google Inc,"Crowley, Joseph",House,D,NY,2000,2010,0,1,0,1,0,1,0,0,0,0
15,C00428623,Google Inc,"Davis, Danny K",House,D,IL,1000,2010,0,1,0,1,0,0,1,0,0,0
16,C00428623,Google Inc,"Dingell, John D",House,D,MI,2000,2010,0,1,0,1,0,0,1,0,0,0
17,C00428623,Google Inc,"Doyle, Mike",House,D,PA,3000,2010,0,1,0,1,0,1,0,0,0,0
18,C00428623,Google Inc,"Dreier, David",House,R,CA,4000,2010,0,1,0,0,1,0,0,0,1,0
19,C00428623,Google Inc,"Eshoo, Anna",House,D,CA,9500,2010,0,1,0,1,0,0,0,0,1,0
20,C00428623,Google Inc,"Goodlatte, Bob",House,R,VA,5000,2010,0,1,0,0,1,0,0,1,0,0
21,C00428623,Google Inc,"Gordon, Bart",House,D,TN,2000,2010,0,1,0,1,0,0,0,1,0,0
22,C00428623,Google Inc,"Heinrich, Martin",House,D,NM,1000,2010,0,1,0,1,0,0,0,0,1,0
23,C00428623,Google Inc,"Honda, Mike",House,D,CA,1000,2010,0,1,0,1,0,0,0,0,1,0
24,C00428623,Google Inc,"Hoyer, Steny H",House,D,MD,3500,2010,0,1,0,1,0,0,0,1,0,0
25,C00428623,Google Inc,"Inslee, Jay",House,D,WA,2000,2010,0,1,0,1,0,0,0,0,1,0
26,C00428623,Google Inc,"Issa, Darrell",House,R,CA,6000,2010,0,1,0,0,1,0,0,0,1,0
27,C00428623,Google Inc,"Johnson, Hank",House,D,GA,1000,2010,0,1,0,1,0,0,0,1,0,0
28,C00428623,Google Inc,"King, Steven A",House,R,IA,1000,2010,0,1,0,0,1,0,1,0,0,0
29,C00428623,Google Inc,"Larson, John B",House,D,CT,0,2010,0,1,0,1,0,1,0,0,0,0
30,C00428623,Google Inc,"Latta, Robert E",House,R,OH,1000,2010,0,1,0,0,1,0,1,0,0,0
31,C00428623,Google Inc,"Lee, Barbara",House,D,CA,1000,2010,0,1,0,1,0,0,0,0,1,0
32,C00428623,Google Inc,"Lewis, John",House,D,GA,1000,2010,0,1,0,1,0,0,0,1,0,0
33,C00428623,Google Inc,"Lofgren, Zoe",House,D,CA,7000,2010,0,1,0,1,0,0,0,0,1,0
34,C00428623,Google Inc,"Lungren, Dan",House,R,CA,3000,2010,0,1,0,0,1,0,0,0,1,0
35,C00428623,Google Inc,"Maffei, Dan",House,D,NY,1000,2010,0,1,0,1,0,1,0,0,0,0
36,C00428623,Google Inc,"Markey, Betsy",House,D,CO,1500,2010,0,1,0,1,0,0,0,0,1,0
37,C00428623,Google Inc,"Markey, Ed",House,D,MA,5000,2010,0,1,0,1,0,1,0,0,0,0
38,C00428623,Google Inc,"Matsui, Doris",House,D,CA,1000,2010,0,1,0,1,0,0,0,0,1,0
39,C00428623,Google Inc,"McCarthy, Kevin",House,R,CA,6000,2010,0,1,0,0,1,0,0,0,1,0
40,C00428623,Google Inc,"McHenry, Patrick",House,R,NC,1000,2010,0,1,0,0,1,0,0,1,0,0
41,C00428623,Google Inc,"McNerney, Jerry",House,D,CA,3000,2010,0,1,0,1,0,0,0,0,1,0
42,C00428623,Google Inc,"Murphy, Christopher S",House,D,CT,2000,2010,0,1,0,1,0,1,0,0,0,0
43,C00428623,Google Inc,"Murphy, Scott",House,D,NY,2500,2010,0,1,0,1,0,1,0,0,0,0
44,C00428623,Google Inc,"Nadler, Jerrold",House,D,NY,2000,2010,0,1,0,1,0,1,0,0,0,0
45,C00428623,Google Inc,"Pelosi, Nancy",House,D,CA,10000,2010,0,1,0,1,0,0,0,0,1,0
46,C00428623,Google Inc,"Pence, Mike",House,R,IN,2000,2010,0,1,0,0,1,0,1,0,0,0
47,C00428623,Google Inc,"Pitts, Joe",House,R,PA,2000,2010,0,1,0,0,1,1,0,0,0,0
48,C00428623,Google Inc,"Radanovich, George",House,R,CA,1000,2010,0,1,0,0,1,0,0,0,1,0
49,C00428623,Google Inc,"Rangel, Charles B",House,D,NY,1500,2010,0,1,0,1,0,1,0,0,0,0
50,C00428623,Google Inc,"Rogers, Mike",House,R,MI,1000,2010,0,1,0,0,1,0,1,0,0,0
51,C00428623,Google Inc,"Ros-Lehtinen, Ileana",House,R,FL,2500,2010,0,1,0,0,1,0,0,1,0,0
52,C00428623,Google Inc,"Roskam, Peter",House,R,IL,2000,2010,0,1,0,0,1,0,1,0,0,0
53,C00428623,Google Inc,"Rush, Bobby L",House,D,IL,3000,2010,0,1,0,1,0,0,1,0,0,0
54,C00428623,Google Inc,"Ryan, Paul",House,R,WI,1000,2010,0,1,0,0,1,0,1,0,0,0
55,C00428623,Google Inc,"Schauer, Mark",House,D,MI,1000,2010,0,1,0,1,0,0,1,0,0,0
56,C00428623,Google Inc,"Schultz, Debbie Wasserman",House,D,FL,1000,2010,0,1,0,1,0,0,0,1,0,0
57,C00428623,Google Inc,"Scott, Bobby",House,D,VA,2000,2010,0,1,0,1,0,0,0,1,0,0
58,C00428623,Google Inc,"Sensenbrenner, Jim",House,R,WI,3000,2010,0,1,0,0,1,0,1,0,0,0
59,C00428623,Google Inc,"Sherman, Brad",House,D,CA,3000,2010,0,1,0,1,0,0,0,0,1,0
60,C00428623,Google Inc,"Shimkus, John",House,R,IL,5000,2010,0,1,0,0,1,0,1,0,0,0
61,C00428623,Google Inc,"Smith, Lamar",House,R,TX,7000,2010,0,1,0,0,1,0,0,1,0,0
62,C00428623,Google Inc,"Speier, Jackie",House,D,CA,2500,2010,0,1,0,1,0,0,0,0,1,0
63,C00428623,Google Inc,"Stearns, Cliff",House,R,FL,4000,2010,0,1,0,0,1,0,0,1,0,0
64,C00428623,Google Inc,"Terry, Lee",House,R,NE,3000,2010,0,1,0,0,1,0,1,0,0,0
65,C00428623,Google Inc,"Upton, Fred",House,R,MI,5000,2010,0,1,0,0,1,0,1,0,0,0
66,C00428623,Google Inc,"Van Hollen, Chris",House,D,MD,4000,2010,0,1,0,1,0,0,0,1,0,0
67,C00428623,Google Inc,"Velazquez, Nydia M",House,D,NY,2000,2010,0,1,0,1,0,1,0,0,0,0
68,C00428623,Google Inc,"Walden, Greg",House,R,OR,5000,2010,0,1,0,0,1,0,0,0,1,0
69,C00428623,Google Inc,"Watt, Melvin L",House,D,NC,2000,2010,0,1,0,1,0,0,0,1,0,0
70,C00428623,Google Inc,"Waxman, Henry",House,D,CA,5000,2010,0,1,0,1,0,0,0,0,1,0
71,C00428623,Google Inc,"Bennet, Michael",Senate,D,CO,3000,2010,0,0,1,1,0,0,0,0,1,0
72,C00428623,Google Inc,"Boxer, Barbara",Senate,D,CA,4000,2010,0,0,1,1,0,0,0,0,1,0
73,C00428623,Google Inc,"Burr, Richard",Senate,R,NC,2000,2010,0,0,1,0,1,0,0,1,0,0
74,C00428623,Google Inc,"Coats, Dan",Senate,R,IN,2000,2010,0,0,1,0,1,0,1,0,0,0
75,C00428623,Google Inc,"Coburn, Tom",Senate,R,OK,3000,2010,0,0,1,0,1,0,0,1,0,0
76,C00428623,Google Inc,"DeMint, Jim",Senate,R,SC,5000,2010,0,0,1,0,1,0,0,1,0,0
77,C00428623,Google Inc,"Dorgan, Byron L",Senate,D,ND,7000,2010,0,0,1,1,0,0,1,0,0,0
78,C00428623,Google Inc,"Feinstein, Dianne",Senate,D,CA,2500,2010,0,0,1,1,0,0,0,0,1,0
79,C00428623,Google Inc,"Gillibrand, Kirsten",Senate,D,NY,9000,2010,0,0,1,1,0,1,0,0,0,0
80,C00428623,Google Inc,"Graham, Lindsey",Senate,R,SC,5000,2010,0,0,1,0,1,0,0,1,0,0
81,C00428623,Google Inc,"Grassley, Chuck",Senate,R,IA,5000,2010,0,0,1,0,1,0,1,0,0,0
82,C00428623,Google Inc,"Hatch, Orrin G",Senate,R,UT,2000,2010,0,0,1,0,1,0,0,0,1,0
83,C00428623,Google Inc,"Hutchison, Kay Bailey",Senate,R,TX,3000,2010,0,0,1,0,1,0,0,1,0,0
84,C00428623,Google Inc,"Isakson, Johnny",Senate,R,GA,7500,2010,0,0,1,0,1,0,0,1,0,0
85,C00428623,Google Inc,"Klobuchar, Amy",Senate,D,MN,3000,2010,0,0,1,1,0,0,1,0,0,0
86,C00428623,Google Inc,"Kyl, Jon",Senate,R,AZ,3000,2010,0,0,1,0,1,0,0,0,1,0
87,C00428623,Google Inc,"Leahy, Patrick",Senate,D,VT,4000,2010,0,0,1,1,0,1,0,0,0,0
88,C00428623,Google Inc,"McCain, John",Senate,R,AZ,3000,2010,0,0,1,0,1,0,0,0,1,0
89,C00428623,Google Inc,"McCaskill, Claire",Senate,D,MO,4000,2010,0,0,1,1,0,0,1,0,0,0
90,C00428623,Google Inc,"McConnell, Mitch",Senate,R,KY,5000,2010,0,0,1,0,1,0,0,1,0,0
91,C00428623,Google Inc,"Menendez, Robert",Senate,D,NJ,2000,2010,0,0,1,1,0,1,0,0,0,0
92,C00428623,Google Inc,"Portman, Rob",Senate,R,OH,5000,2010,0,0,1,0,1,0,1,0,0,0
93,C00428623,Google Inc,"Pryor, Mark",Senate,D,AR,2000,2010,0,0,1,1,0,0,0,1,0,0
94,C00428623,Google Inc,"Reid, Harry",Senate,D,NV,3000,2010,0,0,1,1,0,0,0,0,1,0
95,C00428623,Google Inc,"Rockefeller, Jay",Senate,D,WV,1000,2010,0,0,1,1,0,0,0,1,0,0
96,C00428623,Google Inc,"Schumer, Charles E",Senate,D,NY,9000,2010,0,0,1,1,0,1,0,0,0,0
97,C00428623,Google Inc,"Sessions, Jeff",Senate,R,AL,1000,2010,0,0,1,0,1,0,0,1,0,0
98,C00428623,Google Inc,"Snowe, Olympia",Senate,R,ME,3000,2010,0,0,1,0,1,1,0,0,0,0
99,C00428623,Google Inc,"Specter, Arlen",Senate,D,PA,1000,2010,0,0,1,1,0,1,0,0,0,0
100,C00428623,Google Inc,"Stabenow, Debbie",Senate,D,MI,1000,2010,0,0,1,1,0,0,1,0,0,0
101,C00428623,Google Inc,"Thune, John",Senate,R,SD,4500,2010,0,0,1,0,1,0,1,0,0,0
102,C00428623,Google Inc,"Warner, Mark",Senate,D,VA,5000,2010,0,0,1,1,0,0,0,1,0,0
103,C00428623,Google Inc,"Whitehouse, Sheldon",Senate,D,RI,1000,2010,0,0,1,1,0,1,0,0,0,0
104,C00428623,Google Inc,"Wyden, Ron",Senate,D,OR,5000,2010,0,0,1,1,0,0,0,0,1,0
105,C00428623,Google Inc,"Altmire, Jason",House,D,PA,2000,2012,2,1,0,1,0,1,0,0,0,0
106,C00428623,Google Inc,"Bass, Charles",House,R,NH,5000,2012,2,1,0,0,1,1,0,0,0,0
107,C00428623,Google Inc,"Bass, Karen",House,D,CA,1000,2012,2,1,0,1,0,0,0,0,1,0
108,C00428623,Google Inc,"Becerra, Xavier",House,D,CA,7000,2012,2,1,0,1,0,0,0,0,1,0
109,C00428623,Google Inc,"Berman, Howard L",House,D,CA,3000,2012,2,1,0,1,0,0,0,0,1,0
110,C00428623,Google Inc,"Biggert, Judy",House,R,IL,2000,2012,2,1,0,0,1,0,1,0,0,0
111,C00428623,Google Inc,"Bilbray, Brian P",House,R,CA,5000,2012,2,1,0,0,1,0,0,0,1,0
112,C00428623,Google Inc,"Blackburn, Marsha",House,R,TN,2000,2012,2,1,0,0,1,0,0,1,0,0
113,C00428623,Google Inc,"Boehner, John",House,R,OH,10000,2012,2,1,0,0,1,0,1,0,0,0
114,C00428623,Google Inc,"Bonamici, Suzanne",House,D,OR,1000,2012,2,1,0,1,0,0,0,0,1,0
115,C00428623,Google Inc,"Bono Mack, Mary",House,R,CA,10000,2012,2,1,0,0,1,0,0,0,1,0
116,C00428623,Google Inc,"Brady, Kevin",House,R,TX,3000,2012,2,1,0,0,1,0,0,1,0,0
117,C00428623,Google Inc,"Butterfield, G K",House,D,NC,4500,2012,2,1,0,1,0,0,0,1,0,0
118,C00428623,Google Inc,"Camp, Dave",House,R,MI,8000,2012,2,1,0,0,1,0,1,0,0,0
119,C00428623,Google Inc,"Campbell, John",House,R,CA,1000,2012,2,1,0,0,1,0,0,0,1,0
120,C00428623,Google Inc,"Cantor, Eric",House,R,VA,10000,2012,2,1,0,0,1,0,0,1,0,0
121,C00428623,Google Inc,"Capito, Shelley Moore",House,R,WV,2000,2012,2,1,0,0,1,0,0,1,0,0
122,C00428623,Google Inc,"Capps, Lois",House,D,CA,5000,2012,2,1,0,1,0,0,0,0,1,0
123,C00428623,Google Inc,"Capuano, Michael E",House,D,MA,3500,2012,2,1,0,1,0,1,0,0,0,0
124,C00428623,Google Inc,"Carney, John",House,D,DE,1000,2012,2,1,0,1,0,0,0,1,0,0
125,C00428623,Google Inc,"Castro, Joaquin",House,D,TX,5000,2012,2,1,0,1,0,0,0,1,0,0
126,C00428623,Google Inc,"Chabot, Steve",House,R,OH,1000,2012,2,1,0,0,1,0,1,0,0,0
127,C00428623,Google Inc,"Chaffetz, Jason",House,R,UT,7000,2012,2,1,0,0,1,0,0,0,1,0
128,C00428623,Google Inc,"Chu, Judy",House,D,CA,1500,2012,2,1,0,1,0,0,0,0,1,0
129,C00428623,Google Inc,"Clarke, Yvette D",House,D,NY,2000,2012,2,1,0,1,0,1,0,0,0,0
130,C00428623,Google Inc,"Cleaver, Emanuel",House,D,MO,5000,2012,2,1,0,1,0,0,1,0,0,0
131,C00428623,Google Inc,"Clyburn, James E",House,D,SC,6000,2012,2,1,0,1,0,0,0,1,0,0
132,C00428623,Google Inc,"Coble, Howard",House,R,NC,2000,2012,2,1,0,0,1,0,0,1,0,0
133,C00428623,Google Inc,"Cohen, Steve",House,D,TN,2000,2012,2,1,0,1,0,0,0,1,0,0
134,C00428623,Google Inc,"Collins, Chris",House,R,NY,2500,2012,2,1,0,0,1,1,0,0,0,0
135,C00428623,Google Inc,"Connolly, Gerry",House,D,VA,5500,2012,2,1,0,1,0,0,0,1,0,0
136,C00428623,Google Inc,"Conyers, John Jr",House,D,MI,3500,2012,2,1,0,1,0,0,1,0,0,0
137,C00428623,Google Inc,"Critz, Mark",House,D,PA,1000,2012,2,1,0,1,0,1,0,0,0,0
138,C00428623,Google Inc,"Crowley, Joseph",House,D,NY,7000,2012,2,1,0,1,0,1,0,0,0,0
139,C00428623,Google Inc,"Davis, Danny K",House,D,IL,2000,2012,2,1,0,1,0,0,1,0,0,0
140,C00428623,Google Inc,"DeGette, Diana",House,D,CO,1000,2012,2,1,0,1,0,0,0,0,1,0
141,C00428623,Google Inc,"Denham, Jeff",House,R,CA,1000,2012,2,1,0,0,1,0,0,0,1,0
142,C00428623,Google Inc,"Dingell, John D",House,D,MI,4000,2012,2,1,0,1,0,0,1,0,0,0
143,C00428623,Google Inc,"Doggett, Lloyd",House,D,TX,1000,2012,2,1,0,1,0,0,0,1,0,0
144,C00428623,Google Inc,"Doyle, Mike",House,D,PA,6000,2012,2,1,0,1,0,1,0,0,0,0
145,C00428623,Google Inc,"Duffy, Sean P",House,R,WI,3000,2012,2,1,0,0,1,0,1,0,0,0
146,C00428623,Google Inc,"Edwards, Donna",House,D,MD,2000,2012,2,1,0,1,0,0,0,1,0,0
147,C00428623,Google Inc,"Ellison, Keith",House,D,MN,1000,2012,2,1,0,1,0,0,1,0,0,0
148,C00428623,Google Inc,"Engel, Eliot L",House,D,NY,1000,2012,2,1,0,1,0,1,0,0,0,0
149,C00428623,Google Inc,"Eshoo, Anna",House,D,CA,10000,2012,2,1,0,1,0,0,0,0,1,0
150,C00428623,Google Inc,"Franks, Trent",House,R,AZ,2500,2012,2,1,0,0,1,0,0,0,1,0
151,C00428623,Google Inc,"Garamendi, John",House,D,CA,3500,2012,2,1,0,1,0,0,0,0,1,0
152,C00428623,Google Inc,"Garrett, Scott",House,R,NJ,4000,2012,2,1,0,0,1,1,0,0,0,0
153,C00428623,Google Inc,"Gibson, Chris",House,R,NY,2500,2012,2,1,0,0,1,1,0,0,0,0
154,C00428623,Google Inc,"Goodlatte, Bob",House,R,VA,9500,2012,2,1,0,0,1,0,0,1,0,0
155,C00428623,Google Inc,"Gowdy, Trey",House,R,SC,4000,2012,2,1,0,0,1,0,0,1,0,0
156,C00428623,Google Inc,"Graves, Sam",House,R,MO,5000,2012,2,1,0,0,1,0,1,0,0,0
157,C00428623,Google Inc,"Graves, Tom",House,R,GA,1000,2012,2,1,0,0,1,0,0,1,0,0
158,C00428623,Google Inc,"Griffin, Tim",House,R,AR,1000,2012,2,1,0,0,1,0,0,1,0,0
159,C00428623,Google Inc,"Guthrie, Brett",House,R,KY,1000,2012,2,1,0,0,1,0,0,1,0,0
160,C00428623,Google Inc,"Hahn, Janice",House,D,CA,2500,2012,2,1,0,1,0,0,0,0,1,0
161,C00428623,Google Inc,"Harper, Gregg",House,R,MS,1000,2012,2,1,0,0,1,0,0,1,0,0
162,C00428623,Google Inc,"Hastings, Doc",House,R,WA,5000,2012,2,1,0,0,1,0,0,0,1,0
163,C00428623,Google Inc,"Hensarling, Jeb",House,R,TX,5000,2012,2,1,0,0,1,0,0,1,0,0
164,C00428623,Google Inc,"Himes, Jim",House,D,CT,1000,2012,2,1,0,1,0,1,0,0,0,0
165,C00428623,Google Inc,"Holding, George",House,R,NC,5000,2012,2,1,0,0,1,0,0,1,0,0
166,C00428623,Google Inc,"Honda, Mike",House,D,CA,2000,2012,2,1,0,1,0,0,0,0,1,0
167,C00428623,Google Inc,"Hoyer, Steny H",House,D,MD,10000,2012,2,1,0,1,0,0,0,1,0,0
168,C00428623,Google Inc,"Hudson, Richard",House,R,NC,2500,2012,2,1,0,0,1,0,0,1,0,0
169,C00428623,Google Inc,"Hurt, Robert",House,R,VA,1000,2012,2,1,0,0,1,0,0,1,0,0
170,C00428623,Google Inc,"Issa, Darrell",House,R,CA,10000,2012,2,1,0,0,1,0,0,0,1,0
171,C00428623,Google Inc,"Jackson Lee, Sheila",House,D,TX,3000,2012,2,1,0,1,0,0,0,1,0,0
172,C00428623,Google Inc,"Jeffries, Hakeem",House,D,NY,5000,2012,2,1,0,1,0,1,0,0,0,0
173,C00428623,Google Inc,"Jenkins, Lynn",House,R,KS,1000,2012,2,1,0,0,1,0,1,0,0,0
174,C00428623,Google Inc,"Johnson, Hank",House,D,GA,2500,2012,2,1,0,1,0,0,0,1,0,0
175,C00428623,Google Inc,"Jordan, Jim",House,R,OH,8000,2012,2,1,0,0,1,0,1,0,0,0
176,C00428623,Google Inc,"Kennedy, Joe III",House,D,MA,5000,2012,2,1,0,1,0,1,0,0,0,0
177,C00428623,Google Inc,"Kildee, Dan",House,D,MI,5000,2012,2,1,0,1,0,0,1,0,0,0
178,C00428623,Google Inc,"Kind, Ron",House,D,WI,2000,2012,2,1,0,1,0,0,1,0,0,0
179,C00428623,Google Inc,"Kinzinger, Adam",House,R,IL,1000,2012,2,1,0,0,1,0,1,0,0,0
180,C00428623,Google Inc,"Kline, John",House,R,MN,5000,2012,2,1,0,0,1,0,1,0,0,0
181,C00428623,Google Inc,"Lance, Leonard",House,R,NJ,1000,2012,2,1,0,0,1,1,0,0,0,0
182,C00428623,Google Inc,"Langevin, Jim",House,D,RI,2000,2012,2,1,0,1,0,1,0,0,0,0
183,C00428623,Google Inc,"Lankford, James",House,R,OK,2000,2012,2,1,0,0,1,0,0,1,0,0
184,C00428623,Google Inc,"Larson, John B",House,D,CT,2500,2012,2,1,0,1,0,1,0,0,0,0
185,C00428623,Google Inc,"Latta, Robert E",House,R,OH,5000,2012,2,1,0,0,1,0,1,0,0,0
186,C00428623,Google Inc,"Lee, Barbara",House,D,CA,5000,2012,2,1,0,1,0,0,0,0,1,0
187,C00428623,Google Inc,"Lewis, John",House,D,GA,2500,2012,2,1,0,1,0,0,0,1,0,0
188,C00428623,Google Inc,"Lipinski, Daniel",House,D,IL,4000,2012,2,1,0,1,0,0,1,0,0,0
189,C00428623,Google Inc,"Lofgren, Zoe",House,D,CA,10000,2012,2,1,0,1,0,0,0,0,1,0
190,C00428623,Google Inc,"Lujan, Ben Ray",House,D,NM,2500,2012,2,1,0,1,0,0,0,0,1,0
191,C00428623,Google Inc,"Lungren, Dan",House,R,CA,7000,2012,2,1,0,0,1,0,0,0,1,0
192,C00428623,Google Inc,"Maloney, Carolyn B",House,D,NY,1000,2012,2,1,0,1,0,1,0,0,0,0
193,C00428623,Google Inc,"Maloney, Sean Patrick",House,D,NY,2500,2012,2,1,0,1,0,1,0,0,0,0
194,C00428623,Google Inc,"Markey, Ed",House,D,MA,5000,2012,2,1,0,1,0,1,0,0,0,0
195,C00428623,Google Inc,"Matheson, Jim",House,D,UT,2000,2012,2,1,0,1,0,0,0,0,1,0
196,C00428623,Google Inc,"Matsui, Doris",House,D,CA,3000,2012,2,1,0,1,0,0,0,0,1,0
197,C00428623,Google Inc,"McCarthy, Kevin",House,R,CA,10000,2012,2,1,0,0,1,0,0,0,1,0
198,C00428623,Google Inc,"McCaul, Michael",House,R,TX,2500,2012,2,1,0,0,1,0,0,1,0,0
199,C00428623,Google Inc,"McHenry, Patrick",House,R,NC,4000,2012,2,1,0,0,1,0,0,1,0,0
200,C00428623,Google Inc,"McKeon, Buck",House,R,CA,5000,2012,2,1,0,0,1,0,0,0,1,0
201,C00428623,Google Inc,"McNerney, Jerry",House,D,CA,5000,2012,2,1,0,1,0,0,0,0,1,0
202,C00428623,Google Inc,"Meehan, Patrick",House,R,PA,1000,2012,2,1,0,0,1,1,0,0,0,0
203,C00428623,Google Inc,"Mica, John L",House,R,FL,3000,2012,2,1,0,0,1,0,0,1,0,0
204,C00428623,Google Inc,"Mullin, Markwayne",House,R,OK,2500,2012,2,1,0,0,1,0,0,1,0,0
205,C00428623,Google Inc,"Mulvaney, Mick",House,R,SC,2000,2012,2,1,0,0,1,0,0,1,0,0
206,C00428623,Google Inc,"Nadler, Jerrold",House,D,NY,6000,2012,2,1,0,1,0,1,0,0,0,0
207,C00428623,Google Inc,"Neal, Richard E",House,D,MA,2500,2012,2,1,0,1,0,1,0,0,0,0
208,C00428623,Google Inc,"Noem, Kristi",House,R,SD,2000,2012,2,1,0,0,1,0,1,0,0,0
209,C00428623,Google Inc,"Nunes, Devin",House,R,CA,1000,2012,2,1,0,0,1,0,0,0,1,0
210,C00428623,Google Inc,"Owens, Bill",House,D,NY,2000,2012,2,1,0,1,0,1,0,0,0,0
211,C00428623,Google Inc,"Pallone, Frank Jr",House,D,NJ,1000,2012,2,1,0,1,0,1,0,0,0,0
212,C00428623,Google Inc,"Pelosi, Nancy",House,D,CA,10000,2012,2,1,0,1,0,0,0,0,1,0
213,C00428623,Google Inc,"Peters, Gary",House,D,MI,3000,2012,2,1,0,1,0,0,1,0,0,0
214,C00428623,Google Inc,"Pittenger, Robert",House,R,NC,5000,2012,2,1,0,0,1,0,0,1,0,0
215,C00428623,Google Inc,"Poe, Ted",House,R,TX,1000,2012,2,1,0,0,1,0,0,1,0,0
216,C00428623,Google Inc,"Pompeo, Mike",House,R,KS,1000,2012,2,1,0,0,1,0,1,0,0,0
217,C00428623,Google Inc,"Price, Tom",House,R,GA,2500,2012,2,1,0,0,1,0,0,1,0,0
218,C00428623,Google Inc,"Quigley, Mike",House,D,IL,7000,2012,2,1,0,1,0,0,1,0,0,0
219,C00428623,Google Inc,"Reed, Tom",House,R,NY,3000,2012,2,1,0,0,1,1,0,0,0,0
220,C00428623,Google Inc,"Rice, Tom",House,R,SC,5000,2012,2,1,0,0,1,0,0,1,0,0
221,C00428623,Google Inc,"Rodgers, Cathy McMorris",House,R,WA,3000,2012,2,1,0,0,1,0,0,0,1,0
222,C00428623,Google Inc,"Rogers, Mike",House,R,MI,4000,2012,2,1,0,0,1,0,1,0,0,0
223,C00428623,Google Inc,"Ros-Lehtinen, Ileana",House,R,FL,5000,2012,2,1,0,0,1,0,0,1,0,0
224,C00428623,Google Inc,"Roskam, Peter",House,R,IL,10000,2012,2,1,0,0,1,0,1,0,0,0
225,C00428623,Google Inc,"Rush, Bobby L",House,D,IL,4000,2012,2,1,0,1,0,0,1,0,0,0
226,C00428623,Google Inc,"Ryan, Tim",House,D,OH,1000,2012,2,1,0,1,0,0,1,0,0,0
227,C00428623,Google Inc,"Sanchez, Linda",House,D,CA,6000,2012,2,1,0,1,0,0,0,0,1,0
228,C00428623,Google Inc,"Sanchez, Loretta",House,D,CA,1000,2012,2,1,0,1,0,0,0,0,1,0
229,C00428623,Google Inc,"Schakowsky, Jan",House,D,IL,1500,2012,2,1,0,1,0,0,1,0,0,0
230,C00428623,Google Inc,"Schneider, Brad",House,D,IL,2500,2012,2,1,0,1,0,0,1,0,0,0
231,C00428623,Google Inc,"Schwartz, Allyson",House,D,PA,2000,2012,2,1,0,1,0,1,0,0,0,0
232,C00428623,Google Inc,"Scott, Tim",House,R,SC,10000,2012,2,1,0,0,1,0,0,1,0,0
233,C00428623,Google Inc,"Sensenbrenner, Jim",House,R,WI,10000,2012,2,1,0,0,1,0,1,0,0,0
234,C00428623,Google Inc,"Sessions, Pete",House,R,TX,2000,2012,2,1,0,0,1,0,0,1,0,0
235,C00428623,Google Inc,"Sherman, Brad",House,D,CA,3000,2012,2,1,0,1,0,0,0,0,1,0
236,C00428623,Google Inc,"Shimkus, John",House,R,IL,5000,2012,2,1,0,0,1,0,1,0,0,0
237,C00428623,Google Inc,"Smith, Lamar",House,R,TX,5000,2012,2,1,0,0,1,0,0,1,0,0
238,C00428623,Google Inc,"Speier, Jackie",House,D,CA,5000,2012,2,1,0,1,0,0,0,0,1,0
239,C00428623,Google Inc,"Stewart, Chris",House,R,UT,5000,2012,2,1,0,0,1,0,0,0,1,0
240,C00428623,Google Inc,"Terry, Lee",House,R,NE,6500,2012,2,1,0,0,1,0,1,0,0,0
241,C00428623,Google Inc,"Thornberry, Mac",House,R,TX,5000,2012,2,1,0,0,1,0,0,1,0,0
242,C00428623,Google Inc,"Tiberi, Pat",House,R,OH,3000,2012,2,1,0,0,1,0,1,0,0,0
243,C00428623,Google Inc,"Upton, Fred",House,R,MI,10000,2012,2,1,0,0,1,0,1,0,0,0
244,C00428623,Google Inc,"Van Hollen, Chris",House,D,MD,6000,2012,2,1,0,1,0,0,0,1,0,0
245,C00428623,Google Inc,"Velazquez, Nydia M",House,D,NY,2000,2012,2,1,0,1,0,1,0,0,0,0
